"id" "activity" "tBodyAcc.mean...X_mean" "tBodyAcc.correlation...X.Z_mean" "tBodyAcc.correlation...Y.Z_mean" "tGravityAcc.mean...X_mean" "tGravityAcc.correlation...X.Z_mean" "tGravityAcc.correlation...Y.Z_mean" "tBodyAccJerk.mean...X_mean" "tBodyAccJerk.correlation...X.Z_mean" "tBodyAccJerk.correlation...Y.Z_mean" "tBodyGyro.mean...X_mean" "tBodyGyro.correlation...X.Z_mean" "tBodyGyro.correlation...Y.Z_mean" "tBodyGyroJerk.mean...X_mean" "tBodyGyroJerk.correlation...X.Z_mean" "tBodyAccMag.arCoeff..3_mean" "tGravityAccMag.arCoeff..3_mean" "tBodyAccJerkMag.arCoeff..3_mean" "tBodyGyroMag.arCoeff..3_mean" "tBodyGyroJerkMag.arCoeff..3_mean" "tBodyGyroJerkMag.arCoeff..4_mean" "fBodyAcc.mean...X_mean" "fBodyAcc.bandsEnergy...1.24.2_mean" "fBodyAcc.bandsEnergy...25.48.2_mean" "fBodyAccJerk.mean...X_mean" "fBodyAccJerk.bandsEnergy...1.24.2_mean" "fBodyAccJerk.bandsEnergy...25.48.2_mean" "fBodyGyro.mean...X_mean" "fBodyGyro.bandsEnergy...1.24.2_mean" "fBodyAccMag.skewness.._mean" "fBodyBodyAccJerkMag.skewness.._mean" "fBodyBodyGyroMag.skewness.._mean"
1 1 0.277330758736842 -0.191228477152632 0.380201211578947 0.935223201473684 -0.0400833257557895 0.281260329237895 0.0740416333157895 -0.362106180705263 0.490554924315789 -0.041830963526 -0.0630329306810526 0.107702366137895 -0.0899975423705263 -0.334593851089474 0.0885682061405263 0.0885682061405263 -0.224934141304316 0.165740730368421 -0.116305623129053 -0.187471542774737 -0.202794306326316 -0.724782321052632 -0.917626535263158 -0.170546964549579 -0.814140595578947 -0.922591224526316 -0.339032197115789 -0.78983286 -0.549076696421053 -0.104419399496947 -0.246856514532632
1 2 0.255461689622641 -0.17700807654717 0.161628109571698 0.89335109754717 -0.37282872745283 -0.178003749358491 0.101372729922642 -0.169377561701887 0.312909699716981 0.050549379754717 -0.364162675924528 0.00374637040566038 -0.122232768011321 -0.301908590471698 -0.137359747679245 -0.137359747679245 -0.316997064283019 -0.0491976799056604 -0.140911848889623 -0.163564322 -0.404321784150943 -0.502506878113208 -0.979627190566038 -0.479875245660377 -0.922755616226415 -0.980786464528302 -0.492611667924528 -0.874785848301887 -0.285599666826415 -0.363579661132075 -0.160914224732075
1 3 0.289188320408163 -0.225544974216327 0.0756845059489796 0.931874418979592 -0.297445343530612 0.10130462455102 0.0541553164897959 -0.357838717367347 0.116034018020408 -0.0350781902989796 -0.191032660469388 -0.280042328004082 -0.0739592036271429 -0.24153299954898 0.13907453125102 0.13907453125102 -0.0168914737530612 0.423461960877551 -0.0579983788428571 0.0572668301693878 0.0382291831510204 -0.718418354489796 -0.810377550816327 -0.0276638676122449 -0.727280115306122 -0.821647169183673 -0.352449631363265 -0.621849786122449 -0.45682867022449 -0.196565005959184 -0.493999491571429
1 4 0.261237565425532 -0.201194422908511 0.118261863640426 0.831509933404255 -0.497453950340426 0.301419345319149 0.0774825199574468 0.159929065085106 0.0165644228659574 -0.045350056512766 0.152511136276596 -0.233370428585106 -0.0936793807234043 0.11770854623617 0.153241019 0.153241019 -0.030831794193617 0.166649813768085 -0.00118220895957447 -0.00177420970212766 -0.979641238723404 -0.987879390851064 -0.999175948085106 -0.986597022553191 -0.999344061914894 -0.999747370212766 -0.976161464042553 -0.992958364042553 -0.373911049468085 -0.480942150808511 -0.00775797617659574
1 5 0.278917629056604 -0.00543277440754717 0.288310475754717 0.942952000377358 0.13784962990566 0.46985826 0.0753766542264151 0.156032601584906 0.0744326620490566 -0.0239877347979245 -0.00512713848867925 -0.459897160490566 -0.0996092129056604 -0.0374820999679245 0.240349537995094 0.240349537995094 -0.0549539895716981 0.163825722239623 0.00219194961320755 -0.285777842592453 -0.995249932641509 -0.999093109056604 -0.99981734245283 -0.994630797358491 -0.999832889056604 -0.99984008 -0.986386786037736 -0.999455610566038 -0.47394336890566 -0.568218011226415 -0.201169444064151
1 6 0.22159824394 -0.0093252039692 -0.023365945138 -0.24888179828 -0.07809749428 -0.20911768088 0.0810865342 0.146174602854 -0.022012200614 -0.016553093978 0.252542752996 0.04403706094 -0.107270949192 -0.038780932678 0.03519635202 0.03519635202 -0.111611025988 -0.009417440526 -0.039707980292 -0.111077069856 -0.9390990524 -0.9415331212 -0.9964246012 -0.9570738838 -0.9922768486 -0.99717988 -0.850249174586 -0.9864204228 -0.2662462532 -0.389207745822 -0.0843388238
2 1 0.276426586440678 -0.0251069135101695 0.368582476440678 0.91301733338983 -0.241298144779661 -0.0658090309491525 0.0618080696279661 0.0624083924322034 0.224548708762712 -0.0530258157347458 0.105900774240678 -0.0801253883711864 -0.0818833429152542 0.0648991809491525 -0.112274999164407 -0.112274999164407 -0.485743906118644 0.0428938015644068 -0.247231198601695 0.23773453523678 -0.346048161016949 -0.831927511355932 -0.950590559152542 -0.304615322881356 -0.861085185423729 -0.953383621355932 -0.429713536101695 -0.873070090508475 -0.497408531355932 -0.00254912604067796 -0.571976081694915
2 2 0.247164790395833 -0.411630790895833 0.18153981034375 0.790717418541667 0.203143954291667 -0.169191851458333 0.0744507839572917 -0.138556992870208 0.307773663458333 -0.0576912634583333 0.1841551464375 0.440031015833333 -0.0828858001333333 0.1574097324375 0.0751369210020833 0.0751369210020833 -0.2050595805 0.319991629791667 0.1407928295875 -0.00629092502708333 -0.266720933270833 -0.580208938333333 -0.94891047875 -0.258639439729167 -0.845151461875 -0.951688811041667 -0.331643577458333 -0.628462754229167 -0.46785115375 -0.223830448503333 -0.292661082145833
2 3 0.27761534806383 -0.247933472419149 0.162723854808511 0.861831345531915 0.0255011033191489 0.0451822640425532 0.110040615569574 -0.0715963052904255 0.132899850775532 -0.11594735287234 0.230421193882979 -0.107181265489362 -0.0581038498510638 0.212135428978723 0.0790410821085106 0.0790410821085106 0.00565053229978724 0.187380402638298 0.137943311302128 0.0799973712212766 0.112841160325532 -0.581770836382979 -0.869565525744681 0.138120681087234 -0.666880558297872 -0.869575452340426 -0.145775970406383 -0.759261478297872 -0.447801660425532 0.0750976283351064 -0.290077728731915
2 4 0.27708735173913 -0.268153719565217 0.256453039862826 0.940477273043478 -0.486664063652174 0.538687011956522 0.0722564387173913 0.0380489234586957 0.0525305806521739 -0.0454706620434783 0.182080612630435 -0.505954266021739 -0.0936328412826087 0.192636236913043 0.165177400471739 0.165177400471739 -0.0316423665565217 0.0884338520847826 -0.0574888258152174 -0.184917620573913 -0.985803840652174 -0.995906652608696 -0.999430545217391 -0.987848793695652 -0.999687611304348 -0.999700042608696 -0.982621389565217 -0.998201445217391 -0.332265960427174 -0.568363489347826 -0.1330686249
2 5 0.277911472222222 0.0665274675074074 0.384642653314815 0.896928566851852 0.334620620814815 0.611669641011111 0.0747588597592593 0.172841820592593 0.181180902851852 -0.0238623875712963 0.0672573718277778 -0.503353001648148 -0.105562157888889 0.0278048061185185 0.18445040162963 0.18445040162963 -0.0477483902111111 0.133825672425926 -0.0148559994787037 -0.212554993685185 -0.983946739814815 -0.995271272407407 -0.999412478888889 -0.980973241666667 -0.999396006481482 -0.999588437037037 -0.967037112037037 -0.998229543518519 -0.333412170333333 -0.447901012981481 -0.327704271401852
2 6 0.281373403958333 -0.199788468904167 -0.248458834006667 -0.509754238125 -0.308245417 -0.563200740208333 0.0825972511666667 0.148400431375 0.00766428163541667 -0.01847660675 0.326928163091667 -0.2496791615 -0.101974134208333 0.0414978802020833 0.188903979395833 0.188903979395833 -0.0847222939916667 0.116905481914583 -0.0504555534089583 0.00630606409166667 -0.976725059791667 -0.999425172708333 -0.999718574583333 -0.985813630833333 -0.999685072708333 -0.999754638125 -0.9864311425 -0.997793372916667 -0.381994355769375 -0.553611930854167 -0.14091960795
3 1 0.275567462068966 -0.3000793945 0.43910710362069 0.936506743275862 0.140368770689655 0.119717908474138 0.0814745882660345 -0.154998805224138 0.244050854189655 -0.0256405192517241 0.00185472517586207 -0.173056619346552 -0.0952398165017241 0.00689010171724138 0.0430059694948276 0.0430059694948276 0.11793188822931 0.00379936886206897 -0.199023779502414 -0.00914485798965517 -0.316614011689655 -0.808514186551724 -0.951975207068966 -0.304694442551724 -0.805597267931034 -0.955149565172414 -0.437845763793103 -0.863666175689655 -0.468456117241379 0.147218606294828 -0.345724026172414
3 2 0.260819873067797 -0.296964761728814 0.313487331542373 0.883533436101695 0.303960852481356 0.0918830017118644 0.0426880986186441 -0.116218382444068 0.354435184491525 0.0721980309322034 -0.251867039033898 0.020611202779661 -0.115510569491525 -0.115903370675559 -0.0743172052661017 -0.0743172052661017 -0.215141046067797 0.101327657876271 -0.135008311166102 -0.175988072362712 -0.392004211474576 -0.791465862372881 -0.978183097118644 -0.478434306271186 -0.925101388644068 -0.97942602559322 -0.378216681762712 -0.869176495254237 -0.422657510271186 -0.165041332915254 -0.340602416683051
3 3 0.292423484693878 -0.163662556032653 0.158475915926531 0.939057787755102 -0.00765750530612245 0.203033647387755 0.0725689294489796 0.0219951678283673 -0.0435955738979592 -0.13157327645102 -0.0257552263561225 -0.153215395693878 -0.0778701650285714 -0.0130671214714286 -0.150139501985714 -0.150139501985714 -0.147233266061224 0.159734893918367 -0.142390640299796 -0.0850569763813061 -0.0421706943244898 -0.789208894285714 -0.945172437959184 -0.0906707125102041 -0.856330214285714 -0.944629391020408 -0.129066574295918 -0.846669520408163 -0.539080391836735 -0.190437041653061 -0.425942673897959
3 4 0.257197599134615 -0.195826108173077 0.307555039634615 0.901098984615385 -0.214421031269231 0.415605488128846 0.0726098418653846 -0.0354706009788462 0.0239863636019231 -0.0385365204807692 0.0013854166673077 -0.345641545742308 -0.103605889057692 0.129855049096154 0.0904299820576923 0.0904299820576923 -0.0734615667807692 0.0619906458211539 -0.0784676218923077 -0.128179260230769 -0.970154440961538 -0.965791323576923 -0.998304688461538 -0.974950363461538 -0.998336622692308 -0.9993081875 -0.957550637692308 -0.990738290961538 -0.199391691069231 -0.445595575461538 -0.0830552189057692
3 5 0.280046513278689 -0.191808084983607 0.147171336183607 0.93503077852459 0.0417871234262295 0.177417122114754 0.0750900622277049 -0.0701330367213115 0.0336277803444262 -0.0246626070770492 -0.0158654961770492 -0.160327539196721 -0.0994602620655738 0.0468451078245902 0.16845550546 0.16845550546 0.0101650289391803 -0.0229128856967213 0.00176190309393443 -0.204169660032951 -0.960123409508197 -0.987061782786885 -0.999169031311475 -0.957666856721311 -0.998567565737705 -0.999335274590164 -0.901282267540984 -0.993658646885246 -0.294507415901639 -0.403904317262295 -0.153454352459016
3 6 0.275516852741935 -0.198585718272581 -0.376096497496774 -0.241758478064516 -0.426717395414516 -0.799381606774194 0.0769811125806452 0.0577616365080645 -0.115638882836774 -0.0208170540330645 0.111839253698387 -0.00417894761129032 -0.10004449883871 0.101320737105968 0.218997422917742 0.218997422917742 -0.103741952662903 0.118705859445161 0.0071008754516129 -0.114798246790323 -0.980665609032258 -0.99743164983871 -0.999479265483871 -0.980513202258064 -0.999319594516129 -0.999590742258065 -0.970167262903226 -0.998046938387097 -0.449730952548387 -0.448886207354839 -0.245513311658065
4 1 0.278582015166667 0.118243599566667 0.186199354856667 0.963999696833333 -0.2810648057 0.05645850869 0.0783529082183333 0.251500198766667 0.296045602775 -0.0317982557795 0.06401113378 0.149403463741667 -0.115321556475 0.4561367636 -0.0935923042983333 -0.0935923042983333 -0.0876985370666667 0.0742182605716667 -0.203705174573333 -0.105221905636667 -0.426719449666667 -0.909461955 -0.978955181666667 -0.358883413666667 -0.9486415005 -0.980444192666667 -0.373384540666667 -0.9455466735 -0.532309173333333 0.126304675685 -0.237546613231667
4 2 0.270876696730769 0.169509983115385 -0.0935618013884615 0.946264314423077 -0.441064849384615 0.142926607240385 0.0560971909634615 0.392661021538462 -0.141384675671385 0.0393825198942308 0.333937986534538 0.191242235723077 -0.1314720713 0.304226646230769 -0.125799948038462 -0.125799948038462 0.110231038786538 -0.0248244682086538 -0.0523798551417308 -0.170988304707692 -0.294488270365385 -0.794971880769231 -0.970401300961538 -0.418304647307692 -0.944069734230769 -0.972386722692308 -0.3710689925 -0.796905223461538 -0.203767377802115 -0.361655783519231 -0.377440624730769
4 3 0.279965329555556 0.3924340022 -0.0246788195777778 0.947731858666667 0.0288370722888889 0.279932519391111 0.0971862748866667 0.237463403466667 0.191113002955556 -0.102838822533333 0.420572599333333 -0.194950195926667 -0.0921282734666667 0.521594152444444 -0.137471546953111 -0.137471546953111 -0.166764700064444 0.350194377666667 0.0142881446355556 -0.0265722558377778 -0.0722392276888889 -0.863472089777778 -0.940052038888889 -0.16163290774 -0.908016540888889 -0.941801778666667 -0.240298893435556 -0.894835413111111 -0.4754520248 -0.17916182872 -0.336853586946889
4 4 0.27153827992 -0.39574529516 0.16930611784 0.8693030064 -0.554197337144 0.12224417678 0.0784500239 0.1260306516592 0.081225216248 -0.04944351156 0.0947502145976 -0.15180907356 -0.09694948424 0.26068645585 0.06298191048 0.06298191048 -0.152860590804 0.01715450866 -0.0575150009624 -0.17701907396 -0.9774624984 -0.9894501484 -0.9989789172 -0.9768457126 -0.9991372172 -0.9994306222 -0.9605896358 -0.9943091596 -0.18828630828 -0.3133880564316 -0.02869016002
4 5 0.280499745892857 -0.343441267446429 0.106119812160714 0.95619779125 -0.686876727339286 0.347788685125 0.0721328379857143 0.0462324339821429 0.181442369375 -0.0306449342357143 0.237479173466071 -0.0619871974689286 -0.103057894142857 0.252309290125 -0.018239525725 -0.018239525725 -0.130562179976786 -0.122155490548214 -0.099125701725 -0.139377556403571 -0.973497549642857 -0.98512827 -0.998505150357143 -0.972310894285714 -0.998902057321429 -0.999129290535714 -0.905464161964286 -0.992093107678571 -0.113735109110714 -0.435020633476786 -0.161257094997321
4 6 0.263559214981481 -0.424052053055556 -0.048102286662037 -0.420664662222222 -0.523924495388889 -0.155121997962963 0.0934494217777778 0.153753289624074 0.0909557492907407 -0.00923156347222222 0.417635467035185 -0.321137959318333 -0.105019877685185 0.232271997607407 0.225122605121111 0.225122605121111 -0.181460090214815 -0.0809258701574074 -0.00847718612962963 -0.213939327314815 -0.958802077592593 -0.997571035 -0.999148916851852 -0.978542457407407 -0.99890646462963 -0.999175541296296 -0.967203736481482 -0.997926917592593 -0.306561277690741 -0.384445237425926 0.00233095709259259
5 1 0.27784234625 -0.091306385975 0.382942762321429 0.972624959821429 -0.132134900540714 0.0719275977798214 0.0845888833571429 -0.174639981366071 0.361415060485714 -0.0488919896632143 0.0893538097946429 -0.101311899116071 -0.0888408355267857 0.183207020967857 -0.00774206409642857 -0.00774206409642857 -0.113704546663036 0.0138942083482143 -0.398630743857143 0.186817668791071 -0.287782607410714 -0.847459651785714 -0.963559154642857 -0.344954806428571 -0.863341804642857 -0.9665828725 -0.372668749642857 -0.772766512142857 -0.602706270892857 -0.133269651119643 -0.452342156982143
5 2 0.268459469914894 -0.00113416819 0.292205189702128 0.936821834893617 -0.18555710187234 0.106622183382979 0.0795443483829787 -0.169539211723404 0.165227101893617 0.0395191121489362 -0.196995178789362 -0.0493170616851064 -0.143029686361702 -0.0758236220576383 -0.0065178541710851 -0.0065178541710851 -0.189641324434043 0.0860490126619149 -0.0866436406680851 -0.0344257469461702 -0.161485339978723 -0.752616094255319 -0.959480639574468 -0.289725470425532 -0.891415110851064 -0.963174289787234 -0.263615096246809 -0.735260267659575 -0.219670624510638 -0.257141162204255 -0.512345191297872
5 3 0.29354392712766 0.0104504886106383 0.34895915787234 0.956649352553192 -0.0627361502085106 0.398456705553192 0.109650600459574 -0.0714696697744681 0.476298400851064 -0.068294569906383 -0.137634123238298 -0.296799900276596 -0.110149008255319 -0.0892728666487234 -0.057566789893617 -0.057566789893617 -0.0666935851746809 0.156437936317021 -0.23394879545617 0.12005461316383 0.0984320090212766 -0.767438081702128 -0.944869799787234 -0.0368012151170213 -0.804560692978723 -0.945218858510638 -0.295345101425532 -0.712965326808511 -0.261773109959574 -0.045112679793617 -0.524326589851064
5 4 0.273694139545455 -0.345819531181818 0.0964925051136364 0.880731443863636 -0.499845135227273 0.241263748954545 0.0749577410909091 -0.0867968250022727 -0.0276751388934091 -0.0422355209795455 0.25698847775 -0.00745485069090909 -0.0889747665681818 0.412235233756818 0.1069826995 0.1069826995 -0.226081229036364 0.139347010431818 -0.141006657136364 0.0442823249181818 -0.977450812045455 -0.992670324545455 -0.999150945 -0.976024951136364 -0.998762803636364 -0.999414402727273 -0.957117251818182 -0.996219504090909 -0.248855126545455 -0.409435566136364 -0.230426684515909
5 5 0.282544390892857 -0.456685373689286 0.0593533369776786 0.960188699107143 -0.725674775089286 0.111721988232143 0.0725189859107143 -0.219763661978571 0.142202034446429 -0.0322711902673214 -0.122538231401786 -0.0763411480178571 -0.0922249863035714 -0.0259885224714286 0.0688582009589286 0.0688582009589286 -0.0691116718339286 0.0785726012732143 -0.133207788714286 -0.0662453293785714 -0.964500917321429 -0.978552587678571 -0.998415841964286 -0.963059235178571 -0.997929236428571 -0.998952792857143 -0.909661802321429 -0.991624485 -0.280440657 -0.342011721778571 -0.208596254305357
